bg_gc_every,cota_alpha,cota_beta,cota_delta,cota_gamma,cold_victim_bias,device_writes,free_blocks,free_pages,gc_avg_s,gc_count,host_writes,hot_ratio,hot_weight,invalid_pages,ops,pages_per_block,policy,reheat_rate,run_id,seed,total_pages,transition_rate,trim_age_bonus,trim_enabled,trim_ratio,trimmed_pages,ts,update_ratio,valid_pages,victim_prefetch_k,waf,warmup_fill,wear_avg,wear_max,wear_min,wear_std
0,,,,,1.0,8322707,25,1639,0.000502,129844,200000,0.2,0.7,0,200000,64,greedy,0.0,greedy_42,42,16384,0.2,0.0,0,0.0,0,2025-10-30T21:55:39,0.8,14745,1,41.613535,0.0,507.628906,591.0,436.0,23.545314
0,,,,,1.0,8322707,25,1639,0.000541,129844,200000,0.2,0.7,0,200000,64,greedy,0.0,greedy_42,42,16384,0.2,0.0,0,0.0,0,2025-10-30T22:10:33,0.8,14745,1,41.613535,0.0,507.628906,591.0,436.0,23.545314
0,,,,,1.0,8322707,25,1639,0.000444,129844,200000,0.2,0.7,0,200000,64,greedy,0.0,greedy_42,42,16384,0.2,0.0,0,0.0,0,2025-11-02T15:14:31,0.8,14745,1,41.613535,0.0,507.628906,591.0,436.0,23.545314
0,,,,,1.0,8322707,25,1639,0.000438,129844,200000,0.2,0.7,0,200000,64,greedy,0.0,greedy_42,42,16384,0.2,0.0,0,0.0,0,2025-11-02T18:15:54,0.8,14745,1,41.613535,0.0,507.628906,591.0,436.0,23.545314,,,,
0,,,,,1.0,8322707,25,1639,0.000443,129844,200000,0.2,0.7,0,200000,64,greedy,0.0,greedy_42,42,16384,0.2,0.0,0,0.0,0,2025-11-02T23:34:36,0.8,14745,1,41.613535,0.0,507.628906,591.0,436.0,23.545314,,,,
0,,,,,1.0,8322707,25,1639,0.00044,129844,200000,0.2,0.7,0,200000,64,greedy,0.0,greedy_42,42,16384,0.2,0.0,0,0.0,0,2025-11-03T15:21:12,0.8,14745,1,41.613535,0.0,507.628906,591.0,436.0,23.545314,,,,
